Month/Year,1   RTGS,,1.1  Customer Transactions,,1.2  Interbank Transactions,,1.3  Interbank Clearing,,+L2+K4:V5,,2.1  CBLO,,2.2  Govt. Securities Clearing,,2.2.1  Outright,,2.2.2  Repo,,2.2.3 Tri-party Repo,,2.3  Forex Clearing,,3   Paper Clearing,,3.1  Cheque Truncation System (CTS),,3.2  MICR Clearing,,3.2.1  RBI Centres,,3.2.2  Other Centres,,3.3  Non-MICR Clearing,,4   Retail Electronic Clearing,,4.1  ECS DR,,4.2  ECS CR (includes NECS),,4.3  EFT/NEFT,,4.4  Immediate Payment Service (IMPS),,4.6 National Automated Clearing House (NACH),,5   Cards,,5.1  Credit Cards,,5.1.1  Usage at ATMs,,5.1.2  Usage at POS,,5.2  Debit Cards,,5.2.1  Usage at ATMs,,5.2.2  Usage at POS,,6   Prepaid Payment Instruments (PPIs),,6.1  m-Wallet,,6.2  PPI Cards,,6.3  Paper Vouchers,,7   Mobile Banking,,8   Cards Outstanding,,8.1  Credit Card,,8.2  Debit Card,,9   Number of ATMs (in actuals),,10 Number of POS (in actuals),,11 Grand Total (1.1+1.2+2+3+4+5+6),
,Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores )
Jul-2007,4,3390128,2.63,1383382.06,1.31,840713.46,0.021,1166032.85,1,1997513,0.1,519190,0.3,500032,0.3,228951,0.02,271081,-,-,0.6,978291,1225.7,1033767,-,-,1028.1,917884,752,765060,276.1,152824,197.6,115883,396.1,155213,132.7,6648,104,16570,159.5,131995,-,-,-,-,418.4,8234,179.5,4451,-,-,179.5,4451,238.91,3783.88,-,-,238.91,3783.88,-,-,-,-,-,-,-,-,-,-,1064.6,-,244.89,-,819.7,-,-,-,-,-,2045.1,5418823
Jun-2007,3.8,3185138,2.49,1250113.93,1.31,816059.7,0.019,1118964.32,0.9,1813373,0.1,539300,0.2,370942,0.1,113570,0.02,257372,-,-,0.6,903131,1140.3,1020164,-,-,951.9,887892,687.2,730703,264.8,157188,188.4,132273,360,134702,135.4,6515,66.9,13655,157.7,114532,-,-,-,-,415.7,8392,171.9,4191,-,-,171.9,4191,243.87,4201.36,-,-,243.87,4201.36,-,-,-,-,-,-,-,-,-,-,1039.6,-,243.98,-,795.7,-,-,-,-,-,1920.7,5042804
May-2007,3.7,3056183,2.37,933089.84,1.32,875831.15,0.009,1247261.89,0.8,1690198,0.1,520254,0.1,302367,0.1,78230,0.02,224137,-,-,0.6,867578,1178.9,1112304,-,-,990.5,871553,705.8,708984,284.7,162569,188.4,240751,358.4,152412,132.4,6290,77.3,15827,148.7,130295,-,-,-,-,399.3,8002,174.7,4296,-,-,174.7,4296,224.62,3705.54,-,-,224.62,3705.54,-,-,-,-,-,-,-,-,-,-,1025.9,-,241.29,-,784.6,-,-,-,-,-,1941.1,4771836
Apr-2007,3.3,3052145,2.06,837607.28,1.23,1109957.75,0.006,1104580.02,0.9,1661142,0.1,397902,0.1,229721,0.1,79052,0.02,150669,-,-,0.7,1033519,1169,1020649,-,-,982.6,858101,711,694136,271.6,163964,186.4,162548,370.5,165754,138.6,5863,68.4,9510,163.6,150381,-,-,-,-,381.1,7615,167.4,4258,-,-,167.4,4258,213.73,3356.98,-,-,213.73,3356.98,-,-,-,-,-,-,-,-,-,-,993.7,-,235.03,-,758.7,-,-,-,-,-,1924.8,4802725
Mar-2007,3.7,3580462,2.31,1060334.53,1.41,1098219.29,0.01,1421908.43,0.8,1627012,0.1,423886,0.1,263543,0.1,55106,0.02,208437,-,-,0.6,939583,1324.7,1280999,-,-,1091.9,1114016,790.8,921429,301.1,192587,232.8,166983,370.1,106727,132,4972,103.7,11167,134.3,90588,-,-,-,-,363.7,7404,158.3,4099,-,-,158.3,4099,205.46,3304.43,-,-,205.46,3304.43,-,-,-,-,-,-,-,-,-,-,981,-,231.23,-,749.8,-,-,-,-,-,2063,5180695
Feb-2007,3.1,2492396,1.87,737553.1,1.19,863897.68,0.01,890944.82,0.7,1398866,0.1,419391,0.1,238888,0.1,67412,0.02,171476,-,-,0.5,740587,1152,1009236,-,-,974.2,878284,705.1,718902,269.1,159382,177.8,130953,330,109140,133.1,6106,67.3,9146,129.6,93888,-,-,-,-,369.6,7588,147.3,3875,-,-,147.3,3875,222.32,3712.67,-,-,222.32,3712.67,-,-,-,-,-,-,-,-,-,-,946.8,-,226.54,-,720.3,-,-,-,-,-,1855.3,4126281
Jan-2007,3,2511746,1.78,598777.17,1.22,841163.48,0.01,1071805,0.8,1370667,0.1,378184,0.1,240536,0.1,82360,0.02,158176,-,-,0.6,751947,1144,1151567,-,-,955.3,861831,695.9,706834,259.5,154997,188.7,289736,346.7,121648,134.6,6222,77.5,21707,134.6,93720,-,-,-,-,375.8,7716,161.9,4110,-,-,161.9,4110,213.91,3605.89,-,-,213.91,3605.89,-,-,-,-,-,-,-,-,-,-,919.5,-,221.08,-,698.4,-,-,-,-,-,1870.3,4091539
Dec-2006,4.1,2673509,2.82,714428.61,1.24,1024691.36,0.01,934388.79,0.7,1359481,0.1,387829,0.1,259641,0.1,87552,0.02,172089,-,-,0.5,712011,1136.7,1006191,-,-,956.8,898722,696.1,748085,260.7,150637,179.9,107469,340.6,100939,131.8,6090,91.3,17488,117.5,77361,-,-,-,-,360.7,7606,151.9,3884,-,-,151.9,3884,208.8,3722.47,-,-,208.8,3722.47,-,-,-,-,-,-,-,-,-,-,905.3,-,215.99,-,689.3,-,-,-,-,-,1842.7,4213337
Nov-2006,3.9,2416742,2.64,665072.44,1.24,1052418.91,0.01,699250.46,1,1663523,0.1,462395,0.3,435740,0.3,173279,0.03,262461,-,-,0.6,765388,1156.2,975051,-,-,974.7,858613,703.6,703614,271.1,155000,181.5,116438,416.1,111990,132.8,8935,167.1,25352,116.3,77704,-,-,-,-,354.5,7317,139.6,3602,-,-,139.6,3602,214.92,3714.37,-,-,214.92,3714.37,-,-,-,-,-,-,-,-,-,-,875.2,-,210.98,-,664.2,-,-,-,-,-,1931.7,4475373
Oct-2006,3.4,1930289,2.29,469506.04,1.09,939937.84,0.01,520844.85,0.6,1251124,0.1,373561,0.1,287231,0.1,73362,0.02,213869,-,-,0.4,590333,1104.8,920602,-,-,930.5,810084,680.9,660850,249.6,149235,174.3,110518,332.9,79737,126.7,5960,107.9,12790,98.4,60987,-,-,-,-,342,6977,151.7,3992,-,-,151.7,3992,190.37,2985.23,-,-,190.37,2985.23,-,-,-,-,-,-,-,-,-,-,863.4,-,204.85,-,658.6,-,-,-,-,-,1783.8,3667884
Sep-2006,3.3,2120784,2.19,556877.18,1.13,965023.29,0.01,598883.04,0.8,1374215,0.1,369532,0.2,388166,0.2,149361,0.03,238805,-,-,0.5,616517,1108.9,1003643,-,-,934,891105,664.8,747284,269.2,143821,174.9,112538,358.4,82374,126.4,5791,133.9,14942,98,61642,-,-,-,-,341.7,6591,136.2,3270,-,-,136.2,3270,205.52,3321.09,-,-,205.52,3321.09,-,-,-,-,-,-,-,-,-,-,814.4,-,200.39,-,614,-,-,-,-,-,1813.1,3988724
Aug-2006,3.3,1387872,2.16,482295.19,1.16,905576.67,-,-,0.7,1272486,0.1,374215,0.2,368320,0.1,106897,0.03,261423,-,-,0.5,529952,1150.6,937757,-,-,966.7,821927,701.4,660121,265.3,161806,183.9,115830,346.6,96747,129.6,5903,122.4,23792,94.6,67052,-,-,-,-,328.1,6115,139.8,3212,-,-,139.8,3212,188.37,2903.02,-,-,188.37,2903.02,-,-,-,-,-,-,-,-,-,-,785.3,-,195.65,-,589.6,-,-,-,-,-,1829.4,3700977
Jul-2006,3,1346466,1.87,454992.42,1.11,891473.23,-,-,0.6,1186574,0.1,391738,0.1,286084,0.1,44318,0.03,241766,-,-,0.5,508753,1094.9,875609,-,-,922.3,767976,669.9,624621,252.4,143355,172.6,107633,118.4,16918,53.2,1644,61.9,6078,3.4,9196,-,-,-,-,183,3577,133.7,2957,-,-,133.7,2957,49.26,620.25,-,-,49.26,620.25,-,-,-,-,-,-,-,-,-,-,763.4,-,190.27,-,573.1,-,-,-,-,-,1399.9,3429144
Jun-2006,2.9,1437408,1.82,490716.67,1.13,946691.37,-,-,0.7,1298934,0.1,363646,0.1,323243,0.1,48566,0.03,274677,-,-,0.5,612045,1074.5,935456,-,-,892.1,816855,654,680617,238.2,136239,182.4,118600,107.4,9439,51.5,1585,52.5,3470,3.4,4384,-,-,-,-,168.1,3331,125.5,2774,-,-,125.5,2774,42.6,557.22,-,-,42.6,557.22,-,-,-,-,-,-,-,-,-,-,732.6,-,185.76,-,546.9,-,-,-,-,-,1353.6,3684567
May-2006,2.8,1505770,1.72,522421.94,1.1,983347.64,-,-,0.7,1411487,0.1,428667,0.1,301218,0.1,67749,0.03,233470,-,-,0.5,681602,1141.5,993452,-,-,946.7,877956,689.8,723599,256.9,154357,194.8,115497,93.7,15897,43.5,1685,46.8,8978,3.4,5234,-,-,-,-,176.3,3557,131.9,2971,-,-,131.9,2971,44.37,586.38,-,-,44.37,586.38,-,-,-,-,-,-,-,-,-,-,707.5,-,180.55,-,527,-,-,-,-,-,1415,3930163
Apr-2006,2.3,1215739,1.36,414832.62,0.92,800905.93,-,-,0.6,1119017,0.1,359228,0.1,185428,0.1,65574,0.02,119854,-,-,0.4,574362,1084.1,952862,-,-,895.7,838068,657.5,703540,238.2,134527,188.4,114795,89.4,10151,44.7,1528,41.7,4362,3,4261,-,-,-,-,159.2,3156,117.7,2616,-,-,117.7,2616,41.5,540.91,-,-,41.5,540.91,-,-,-,-,-,-,-,-,-,-,695.3,-,177.16,-,518.1,-,-,-,-,-,1335.6,3300925
Mar-2006,2.5,1409949,-,-,-,-,-,-,0.6,1312761,0.1,432483,0.1,239749,0.1,45173,0.03,194577,-,-,0.5,640529,1279.3,1174011,-,-,1060,1042456,787.1,879323,272.9,163133,219.3,131555,76.4,9343,44.3,1537,28.8,2082,3.3,5724,-,-,-,-,188.9,3650,147.5,3116,-,-,147.5,3116,41.41,533.96,-,-,41.41,533.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1545.3,2499765
Feb-2006,1.9,949749,-,-,-,-,-,-,0.6,1091691,0.1,392866,0.1,181206,0.1,42657,0.02,138548,-,-,0.4,517620,1088.6,914826,-,-,892.5,797488,672.6,665644,219.9,131844,196.1,117338,83.4,8813,38.9,1376,41.8,3175,2.7,4262,-,-,-,-,173.1,3344,134.9,2873,-,-,134.9,2873,38.24,470.95,-,-,38.24,470.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1345.7,2018674
Jan-2006,1.8,1087455,-,-,-,-,-,-,0.7,1083802,0.1,307603,0.1,205369,0.1,57783,0.02,147586,-,-,0.5,570830,1124.9,927633,-,-,902.3,789481,680.7,670951,221.6,118530,222.6,138152,73.8,8570,33.7,1191,37.1,2880,2.9,4499,-,-,-,-,187.7,3469,147.1,2959,-,-,147.1,2959,40.65,510.18,-,-,40.65,510.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1387.1,2023473
Dec-2005,1.8,1308818,-,-,-,-,-,-,0.7,1038200,0.1,286022,0.1,222827,0.1,56643,0.02,166184,-,-,0.5,529351,1134.5,995931,-,-,918.7,856923,699,739733,219.6,117190,215.8,139008,72.7,8245,35.3,1241,34.4,2597,3,4406,-,-,-,-,186.5,3377,146.2,2866,-,-,146.2,2866,40.36,510.84,-,-,40.36,510.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1394.4,2045754
Nov-2005,1.5,1026589,-,-,-,-,-,-,0.6,858657,0.1,237155,0.1,209738,0.1,62195,0.02,147543,-,-,0.4,411764,994.3,829169,-,-,798.1,699995,613.6,579771,184.5,120224,196.2,129174,62.7,7570,32.4,1095,27.6,1979,2.7,4496,-,-,-,-,179.4,3230,143.3,2756,-,-,143.3,2756,36.09,474.22,-,-,36.09,474.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1237,1698626
Oct-2005,1.6,1046956,-,-,-,-,-,-,0.6,903480,0.1,272037,0.1,192535,0.1,61416,0.02,131119,-,-,0.5,438907,1168.9,957067,-,-,956.2,802927,723.6,690744,232.6,112183,212.7,154140,77.1,9826,27.7,1007,46.5,3203,3,5615,-,-,-,-,145.9,2962,104.1,2505,-,-,104.1,2505,41.87,456.42,-,-,41.87,456.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1392.6,1873334
Sep-2005,1.4,981164,-,-,-,-,-,-,0.6,799209,0.1,214288,0.2,237160,0.2,95624,0.02,141537,-,-,0.4,347761,946.3,822777,-,-,747,715808,606.3,635733,140.7,80075,199.3,106969,76.2,9709,36.1,1639,37.7,2354,2.5,5716,-,-,-,-,152.8,2977,119,2601,-,-,119,2601,33.74,376.04,-,-,33.74,376.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1175.9,1634672
Aug-2005,1.3,871387,-,-,-,-,-,-,0.6,884628,0.1,210886,0.2,256742,0.1,91473,0.02,165269,-,-,0.4,417000,1060.8,849112,-,-,840.7,749261,675.1,668741,165.6,80520,220.1,99851,77.6,9594,24.9,830,50.3,3271,2.4,5492,-,-,-,-,157.6,3480,123.4,3060,-,-,123.4,3060,34.21,419.9,-,-,34.21,419.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1296.6,1746813
Jul-2005,1.1,812662,-,-,-,-,-,-,0.5,708178,0.1,175849,0.1,209816,0.1,69518,0.02,140298,-,-,0.3,322513,1083,829275,-,-,830.8,717517,644.4,632605,186.4,84912,252.2,111757,65.6,9670,23.7,761,39.6,3440,2.2,5469,-,-,-,-,166.4,3170,126.8,2676,-,-,126.8,2676,39.57,494.58,-,-,39.57,494.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1315.5,1550293
Jun-2005,1.1,830819,-,-,-,-,-,-,0.7,793391,0,156980,0.2,248124,0.2,119403,0.02,128721,-,-,0.4,388287,998.8,985037,-,-,798.7,766531,621.4,672055,177.3,94476,200.1,218507,64.4,9141,21.7,722,40.6,2890,2.1,5529,-,-,-,-,156.7,3349,121.6,2714,-,-,121.6,2714,35.05,635.03,-,-,35.05,635.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1220.5,1790917
May-2005,1,630558,-,-,-,-,-,-,0.6,702264,0,152910,0.1,189798,0.1,83739,0.02,106059,-,-,0.4,359556,963.2,1019761,-,-,763.1,736681,586.7,648809,176.4,87871,200.1,283081,49.7,8010,21,990,26.7,1949,2,5071,-,-,-,-,166.5,3691,129.2,3211,-,-,129.2,3211,37.38,479.9,-,-,37.38,479.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1180,1733726
Apr-2005,0.7,584730,-,-,-,-,-,-,0.4,575808,0,114056,0.1,166195,0.1,79128,0.02,87067,-,-,0.3,295557,1025.1,1024537,-,-,810.3,799304,631.8,710867,178.5,88437,214.8,225233,52.9,8109,19.8,597,31.2,2505,1.9,5007,-,-,-,-,156.1,3084,117.8,2549,-,-,117.8,2549,38.29,535.12,-,-,38.29,535.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1234.5,1611538
Mar-2005,0.7,582566,-,-,-,-,-,-,0.6,729098,0,115504,0.1,188627,0.1,74928,0.02,113699,-,-,0.4,424968,-,-,-,-,-,-,-,-,-,-,-,-,48.4,8038,17.8,522,28.5,1310,2.1,6206,-,-,-,-,154.7,2949,118.5,2482,-,-,118.5,2482,36.21,467.42,-,-,36.21,467.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203.6,740086
Feb-2005,0.6,560982,-,-,-,-,-,-,0.6,712582,0,107421,0.2,215630,0.1,92898,0.02,122732,-,-,0.4,389531,-,-,-,-,-,-,-,-,-,-,-,-,52.2,6385,16.1,72,35.6,1637,0.5,4676,-,-,-,-,142.7,2666,106.8,2202,-,-,106.8,2202,35.91,463.56,-,-,35.91,463.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.5,721633
Jan-2005,0.6,556314,-,-,-,-,-,-,0.5,616342,0,92415,0.1,216841,0.1,80679,0.02,136162,-,-,0.4,307086,-,-,-,-,-,-,-,-,-,-,-,-,52.5,7422,14.9,230,36.1,2474,1.6,4719,-,-,-,-,152.2,2791,116.6,2332,-,-,116.6,2332,35.62,459.73,-,-,35.62,459.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205.3,626556
Dec-2004,0.6,565783,-,-,-,-,-,-,0.7,781318,0,129504,0.2,262920,0.1,93067,0.02,169853,-,-,0.5,388894,-,-,-,-,-,-,-,-,-,-,-,-,46.2,7798,15,223,29.7,1465,1.6,6110,-,-,-,-,148.7,2833,113.4,2377,-,-,113.4,2377,35.32,455.93,-,-,35.32,455.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.5,791949
Nov-2004,0.5,423417,-,-,-,-,-,-,0.5,632381,0,110986,0.1,198553,0.1,59908,0.02,138646,-,-,0.4,322842,-,-,-,-,-,-,-,-,-,-,-,-,51,6785,13.2,199,35.8,2059,2,4527,-,-,-,-,157.5,2932,122.5,2480,-,-,122.5,2480,35.03,452.16,-,-,35.03,452.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209,642098
Oct-2004,0.4,424808,-,-,-,-,-,-,0.5,556655,0,97356,0.1,199149,0.1,77446,0.02,121703,-,-,0.3,260149,-,-,-,-,-,-,-,-,-,-,-,-,54.4,5626,13.9,216,38.9,1391,1.6,4019,-,-,-,-,147.8,2700,113.1,2252,-,-,113.1,2252,34.74,448.43,-,-,34.74,448.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.7,564981
Sep-2004,0.4,347041,-,-,-,-,-,-,0.5,630302,0,76868,0.2,245720,0.2,109388,0.02,136332,-,-,0.3,307714,-,-,-,-,-,-,-,-,-,-,-,-,41.4,5848,11.2,243,28.9,1172,1.3,4433,-,-,-,-,135,2449,100.6,2004,-,-,100.6,2004,34.45,444.72,-,-,34.45,444.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176.9,638598
Aug-2004,0.3,255383,-,-,-,-,-,-,0.5,533461,0,62023,0.1,188164,0.1,83113,0.02,105050,-,-,0.3,283275,-,-,-,-,-,-,-,-,-,-,-,-,49.8,7219,11.1,380,37.5,1950,1.2,4889,-,-,-,-,142.1,2504,107.9,2063,-,-,107.9,2063,34.17,441.05,-,-,34.17,441.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192.3,543184
Jul-2004,0.2,140714,-,-,-,-,-,-,0.6,635120,0,58605,0.2,233658,0.1,85779,0.03,147879,-,-,0.4,342857,-,-,-,-,-,-,-,-,-,-,-,-,63.2,6824,11.2,221,45.5,2183,6.6,4420,-,-,-,-,131.5,2297,97.7,1860,-,-,97.7,1860,33.89,437.4,-,-,33.89,437.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.3,644241
Jun-2004,0.2,119041,-,-,-,-,-,-,0.6,627037,0,52189,0.2,238375,0.1,107005,0.02,131370,-,-,0.4,336473,-,-,-,-,-,-,-,-,-,-,-,-,42.9,4840,9.5,200,31.3,961,2.2,3679,-,-,-,-,137,2343,103.4,1909,-,-,103.4,1909,33.61,433.79,-,-,33.61,433.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180.6,634220
May-2004,0.1,82065,-,-,-,-,-,-,0.6,622224,0,46430,0.2,236053,0.2,113011,0.02,123042,-,-,0.4,339741,-,-,-,-,-,-,-,-,-,-,-,-,32.7,4787,9.3,202,20.6,948,2.8,3637,-,-,-,-,131.9,2328,98.6,1898,-,-,98.6,1898,33.33,430.21,-,-,33.33,430.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.2,629340
Apr-2004,0,8069,-,-,-,-,-,-,0.7,634800,0,27455,0.3,268440,0.2,157002,0.02,111438,-,-,0.4,338905,-,-,-,-,-,-,-,-,-,-,-,-,44.4,6129,9.8,213,32.3,2629,2.3,3286,-,-,-,-,128.8,2255,95.7,1829,-,-,95.7,1829,33.05,426.65,-,-,33.05,426.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173.8,643184
"Note: Mobile Banking - The data from July 2017 includes only individual payments and corporate payments initiated, processed, and authorised using mobile device. Other corporate payments which are not  initiated, processed, and authorised using mobile device are excluded.
          2.1: With effect from November 05, 2018, CCIL has discontinued CBLO.
          2.2.3: Tri-party Repo under the Securities segment has been operationalised from November 05, 2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
