Month/Year,1   RTGS,,1.1  Customer Transactions,,1.2  Interbank Transactions,,1.3  Interbank Clearing,,+L2+K4:V5,,2.1  CBLO,,2.2  Govt. Securities Clearing,,2.2.1  Outright,,2.2.2  Repo,,2.2.3 Tri-party Repo,,2.3  Forex Clearing,,3   Paper Clearing,,3.1  Cheque Truncation System (CTS),,3.2  MICR Clearing,,3.2.1  RBI Centres,,3.2.2  Other Centres,,3.3  Non-MICR Clearing,,4   Retail Electronic Clearing,,4.1  ECS DR,,4.2  ECS CR (includes NECS),,4.3  EFT/NEFT,,4.4  Immediate Payment Service (IMPS),,4.6 National Automated Clearing House (NACH),,5   Cards,,5.1  Credit Cards,,5.1.1  Usage at ATMs,,5.1.2  Usage at POS,,5.2  Debit Cards,,5.2.1  Usage at ATMs,,5.2.2  Usage at POS,,6   Prepaid Payment Instruments (PPIs),,6.1  m-Wallet,,6.2  PPI Cards,,6.3  Paper Vouchers,,7   Mobile Banking,,8   Cards Outstanding,,8.1  Credit Card,,8.2  Debit Card,,9   Number of ATMs (in actuals),,10 Number of POS (in actuals),,11 Grand Total (1.1+1.2+2+3+4+5+6),
,Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores )
Apr-2017,95.44674,11174369.9894,92.31352,7360369.5388,3.11728,1490849.0512,0.01594,2323151.3994,2.51268,8087853.364,0.14937,2115118.75,0.78761,2411121.834,0.65093,748264.654,0.13668,1662857.18,-,-,1.5757,3561612.78,999.71177,735149.0707,952.58128,699064.6757,0,0,0,0,0,0,47.13049,36084.395,4311.0089,1370062.8283,1.86096,120.9777,4.92601,968.3797,1431.69413,1215617.17,650.81132,56205.8601,2221.71648,97150.4408,10402.19445,288292.4188,1070.59782,33375.6276,4.81711,232.7239,1065.78071,33142.9036,9331.59663,254916.7912,6603.21091,216859.5757,2728.38572,38057.2156,3522.31169,10371.1167,3208.73859,7441.9872,313.18052,2744.5615,0.39258,184.5681,1062.74,161265.3918,8111.69519,-,303.74102,-,7807.95417,-,221959,-,2614584,-,19333.17029,19342947.3885
Mar-2017,125.40081,15409485.4775,121.44193,11182501.4104,3.93888,1155082.0671,0.02,3071902,2.9166,9441556.967,0.19451,2753696.8,0.85874,2931531.897,0.71137,852245.117,0.14737,2079286.78,-,-,1.86335,3756328.27,1279.84769,865493.7513,1192.05082,806276.9937,0,0,0,0,0,0,87.79687,59216.7577,4462.81161,1776989.2856,2.31868,154.826,9.19141,969.302,1867.03464,1629449.9515,674.12811,56468.3754,1910.13877,89946.8308,10893.80454,295264.4824,1080.99506,33619.6126,4.89248,229.1201,1076.10258,33390.4925,9812.80948,261644.8699,7101.08656,225945.7376,2711.72292,35699.1323,3420.92285,10677.079,3074.52489,7312.4936,345.83639,3087.7016,0.56157,276.8838,1136.50251,173088,8014.91407,-,298.42235,-,7716.49172,-,222475,-,2529141,-,20185.6841,24727565.043
Feb-2017,91.05801,9526674.5539,87.98563,6638230.6839,3.05622,783650.47,0.01616,2104793.4001,2.52928,7537792.014,0.16517,2026983.8,0.77602,2736125.534,0.65465,836696.674,0.12137,1899428.86,-,-,1.58809,2774682.68,1079.43768,640672.725,1004.40397,599394.5677,0,0,0,0,0,0,75.03371,41278.1573,3675.4027,1202305.4584,1.93256,130.7928,6.82469,803.6002,1482.05456,1087790.9229,597.47836,48221.2849,1587.11253,65358.8578,10396.67015,257576.7405,953.50347,28895.21,4.23716,190.98,949.26631,28704.23,9443.16668,228681.5305,6925.67162,192838.1305,2517.49506,35843.4,2800.15127,9628.0097,2469.49377,6910.6795,330.25439,2519.073,0.40311,198.2573,954.14809,127993.2584,7884.99883,-,290.78655,-,7594.21228,-,221302,-,2224977,-,18045.23293,17069856.1015
Jan-2017,93.32126,10060254.1344,89.81696,6886364.8331,3.48809,862242.3887,0.01621,2311646.9126,3.24538,8806884.063,0.18747,2118996.8,1.20064,3440820.713,1.05957,1342704.043,0.14107,2098116.67,-,-,1.85727,3247066.55,1311.67169,728122.6154,1184.54913,661843.8384,0,0,0,0,0,0,127.12256,66278.777,3943.91918,1245939.9381,1.99739,142.82,7.6201,1051.062,1641.87826,1135507.5026,624.21266,49124.9201,1668.21077,60113.6333,11542.13283,233510.0861,1132.42575,32862.2248,4.40618,153.9248,1128.025,32708.3,10409.70708,200647.8613,7123.47249,151643.6714,3286.23459,49004.1899,2957.95381,11000.7761,2616.72598,8353.0483,340.75687,2422.1283,0.47096,225.5995,1061.27679,138305.3709,8074.11395,-,288.45858,-,7785.65537,-,220402,-,2015847,-,19852.22794,18774064.7005
Dec-2016,88.42053,11098033.1366,84.69204,7270257,3.7117,1139390,0.01679,2688386.1366,3.10555,9594771,0.20386,2411295,1.31635,3825672,1.16426,1496626,0.15209,2329046,-,-,1.58534,3357804,1388.20028,728939.8927,1300.10028,681190.8927,0,0,0,0,0,0,88.1,47749,4283.05559,1268318.8844,2.53977,154.6982,9.10743,1284.4153,1663.06956,1153763.314,527.80015,43192.2279,2080.53868,69924.229,11623.86952,174202.5422,1164.58762,31237.21,3.75943,88.0911,1160.82819,31149.1189,10459.2819,142965.3322,6304.66234,84934.0865,4154.61956,58031.2457,2610.9017,9769.9255,2131.11713,7448.0068,479.32924,2089.4818,0.45533,232.4369,1106.37281,149818.2542,7927.52395,-,283.21039,-,7644.31356,-,219793,-,1767733,-,19997.53638,20185649.2448
Nov-2016,78.76327,10189448.6465,75.59283,6688017.3536,3.15386,1159901.6573,0.01658,2341529.6356,3.53203,9722502,0.17741,1763788,1.66582,4014188,1.515,2048742,0.15082,1965446,-,-,1.6888,3944526,934.99412,584513.4929,870.75686,541921.6098,0,0,0,0,0,0,64.23726,42591.8831,3213.6714,981740.5779,2.79784,137.9441,7.5691,789.4608,1230.4678,880788.48,361.69574,32480.529,1611.14092,67544.164,8961.36729,182324.6024,983.14444,26698.7031,4.02919,139.304,979.11525,26559.3991,7978.22285,155625.8993,5613.5572,123451.6228,2364.66565,32174.2764,1693.22512,5074.4112,1380.924,3305.9933,311.85229,1534.236,0.44883,234.1819,874.73088,136570.034,7789.80822,-,277.83026,-,7511.97796,-,219973,-,1590714,-,14885.53665,19324074.0952
Oct-2016,90.08208,9755433.6439,86.72064,6553385.5938,3.34656,1093943.7015,0.01488,2108104.3485,2.74126,8232256.3609,0.16738,1770704.95,1.24798,3088957.2209,1.12241,1450831.1309,0.12557,1638126.09,-,-,1.3259,3372594.19,880.25158,650165.7752,820.39,597413.8198,0,0,0,0,0,0,59.86158,52751.9554,3464.594,1063510.3782,8.16006,203.9241,9.55374,1655.369,1332.13109,950450.22,420.86311,34356.8743,1693.886,76843.9908,10321.37191,306964.8119,894.85806,30242.081,6.20905,299.6801,888.64901,29942.4008,9426.51385,276722.731,8020.64418,254781.4475,1405.86967,21941.2835,1269.04755,6021.8162,995.74126,3384.5367,272.89185,2434.4729,0.41444,202.8067,781.18883,113940.506,7756.2375,-,273.44842,-,7482.78909,-,219578,-,1512068,-,16028.0735,17906248.4378
Sep-2016,84.69028,11056406.0275,81.32607,7406912.5653,3.34924,1261821.9796,0.01497,2387671.4826,3.07641,9728080,0.18464,1844074,1.35083,3821422,1.2116,1591699,0.13923,2229723,-,-,1.54094,4062584,851.12968,624511.3594,789.36,573656.5128,0,0,0,0,0,0,61.76968,50854.8466,3150.32271,1077017.3875,8.17972,205.6361,8.46648,835.1123,1201.47454,988028.857,359.25916,28911.7691,1572.94281,59036.013,9458.56138,262391.3121,785.30855,24482.9624,6.02388,285.2508,779.28467,24197.7116,8673.25283,237908.3498,7421.34866,221976.2317,1251.90417,15932.1181,970.74452,5628.2393,753.04732,3191.8602,217.18782,2173.9896,0.50938,262.3895,726.27195,104259.9417,7550.52716,-,268.56758,-,7281.95958,-,218542,-,1480309,-,14518.51001,20366362.8434
Aug-2016,85.59024,9859155.5048,82.10146,6649595.0689,3.47308,1109237.2545,0.0157,2100323.1813,3.36141,9442759.538,0.19962,1958326.4,1.71098,4110459.318,1.55504,1963147.188,0.15594,2147312.13,-,-,1.45081,3373973.82,883.42581,646077.1666,816.22,592465.9709,0,0,0,0,0,0,67.20581,53611.1957,3075.61573,972658.8143,8.46593,253.8658,9.49066,965.2278,1185.5,876413,338.89619,26848.8573,1533.26295,68177.8635,9718.68686,264080.823,846.01242,26052.8286,6.4695,304.274,839.54292,25748.5546,8872.67444,238027.9944,7567.3844,219657.5018,1305.29004,18370.4926,962.82689,5646.0144,706.79876,3073.8278,255.62337,2368.7314,0.40476,203.4552,717.59269,103897.3304,7388.44727,-,263.7894,-,7124.65787,-,217303,-,1461972,-,14729.49124,19090054.6797
Jul-2016,82.56194,9601623.9797,79.21863,6471826.3861,3.32778,1020128.8589,0.01553,2109668.7347,3.48153,8980005.964,0.18805,1733233.2,1.87114,4087249.894,1.72945,2114508.614,0.14169,1972741.28,-,-,1.42234,3159522.87,858.88838,628507.4999,792.44,571659.2251,0,0,0,0,0,0,66.44838,56848.2748,3367.45517,904081.8153,8.86873,265.0565,5.96503,749.048,1134.80913,814538.7794,321.80234,25122.4525,1896.00994,63406.4789,9612.5048,260890.6487,800.47048,24633.6555,6.06314,292.2407,794.40734,24341.4148,8812.03432,236256.9932,7521.33454,219165.0698,1290.69978,17091.9235,778.51066,5340.4889,594.48369,2759.6619,183.47986,2309.4135,0.54711,271.4135,674.70316,80959.1237,7231.66249,-,259.43794,-,6972.22455,-,216030,-,1443899,-,14703.38695,18270781.6618
Jun-2016,88.30062,10610149.2985,84.61765,7202419.3935,3.66748,1181082.2907,0.01549,2226647.6143,3.05256,8727850.457,0.1925,1727228.8,1.10533,3120553.827,0.94861,1123883.897,0.15672,1996669.93,-,-,1.75473,3880067.83,864.2957,638778.4327,786.4,573449.5573,0,0,0,0,0,0,77.8957,65328.8754,3168.7566,962229.4725,9.92962,321.911,7.96462,964.3889,1189.0743,881530.71,296.76851,23716.5165,1665.01955,55695.9461,9272.72515,260189.1642,768.97923,24241.0773,5.90637,285.5647,763.07286,23955.5126,8503.74592,235948.087,7321.71388,220447.5456,1182.03204,15500.5414,769.80277,5347.1709,586.31548,2774.4304,182.94018,2301.327,0.54711,271.4135,631.70109,67347.535,7166.84426,-,255.42269,-,6911.42157,-,215192,-,1432727,-,14166.91791,18977896.3817
May-2016,87.11,9552609,83.4,6493973,3.7,1139285,0.01,1919351,2.85562,8198385,0.17696,1621758,0.96447,2790287,0.82043,905382,0.14404,1884905,-,-,1.71419,3786340,852.19643,649214.8383,772.43,578486.965,0,0,0,0,0,0,79.76643,70727.8733,3075.10471,853317.6,12.09919,504.4583,5.42211,911.17,1175.02585,773254.3447,276.61043,21617.7575,1605.94713,57029.8694,9505.93249,260980.7898,790.57403,25244.3547,5.81892,284.3582,784.75511,24959.9965,8715.35846,235736.4351,7375.69787,220221.6719,1339.66059,15514.7632,709.46566,4995.0141,503.05249,2434.5657,205.9853,2342.7586,0.42787,217.6899,617.32229,61813.3624,7051.58582,-,251.47902,-,6800.1068,-,214213,-,1418324,-,14232.65491,17600151.2422
Apr-2016,83.26513,8645934.162,79.7263,5551568.1347,3.52883,1289559.0272,0.01,1804807,2.64427,7204492.7545,0.14029,1222747.05,1.03468,2471640.7045,0.93171,1147680.097,0.10297,1323960.6075,-,-,1.4693,3510105,882.57126,710817.2066,789.47,625762.242,0,0,0,0,0,0,93.10126,85054.9646,3168.85389,916902.418,20.2961,1437.7236,13.84055,3430.1146,1118.44163,832451.6563,267.79888,21044.2963,1748.47673,58538.6271,9251.02481,263024.1931,734.19402,23010.9654,5.91865,286.3372,728.27537,22724.6282,8516.83079,240013.2278,7333.99002,225209.8447,1182.84077,14803.3831,692.99994,4672.1321,487.62326,2292.5805,204.94536,2168.2753,0.43132,211.2764,486.66571,52483.1881,6960.47106,-,248.59919,-,6711.87187,-,213073,-,1403438,-,14081.3493,15941035.8663
Mar-2016,98.6554,12278380.3077,94.77391,8466198.6827,3.867,1538337.4026,0.01449,2273844.2224,3.00277,7501173.705,0.17351,1447787.7,1.02711,2445709.555,0.89747,967139.965,0.12964,1478569.59,-,-,1.80215,3607676.45,980.47356,771688.9751,882.37,692849.8676,0,0,0,0,0,0,98.10356,78839.1075,3282.16238,1113632.8432,92.31315,6855.8222,35.08005,8769.8805,1292.3697,1022635.8656,259.78302,19873.0656,1602.61646,55498.2093,9174.23666,261019.9808,728.32925,22974.6155,6.12531,280.317,722.20394,22694.2985,8445.90741,238045.3653,7317.22405,224582.1747,1128.68336,13463.1906,720.52751,5715.8637,534.36641,2379.4842,185.5611,3019.3795,0.6,317,494.7688,57280.3968,6860.41237,-,245.05219,-,6615.36018,-,212061,-,1385668,-,14259.04379,19657767.453
Feb-2016,82.2503,8672771.7868,78.68921,5949606.2605,3.54688,1084583.6118,0.01421,1638581.9145,2.70715,6767394,0.17065,1282782,0.84756,2417971,0.70144,737078,0.14612,1680893,-,-,1.68894,3066641,877.91273,638665.3663,780.06891,560064.0919,0,0,0,0,0,0,97.84382,78601.2744,2985.00893,798559.1647,110.40531,8213.2536,16.09798,7129.6176,1101.71311,727860.2505,238.59253,16967.0429,1518.2,38389,8663.36932,247969.3189,676.33518,20908.3046,5.58815,269.9493,670.74703,20638.3553,7987.03414,227061.0143,6936.37516,214099.9753,1050.65898,12961.039,653.69233,4997.9607,490.1518,2251.3208,163.1,2530,0.44053,216.6398,446.51974,54000.1831,6825.05311,-,241.26523,-,6583.78788,-,210028,-,1363344,-,13264.92655,15491775.6829
Jan-2016,82.21493,8265967.9988,78.58938,5530739.8907,3.61106,1121030.5093,0.01449,1614197.5987,2.61544,6555348,0.16935,1310445,0.82416,2375043,0.70039,770202,0.12377,1604841,-,-,1.62193,2869860,874.87902,637698.3431,775.75,554626.0735,0,0,0,0,0,0,99.12902,83072.2696,2902.4978,786366.4786,133.58921,9900.7927,29.3837,7154.4889,1189.73169,708675.197,224.7932,16559,1325,44077,8877.29993,254237.9462,702.24396,21439.0409,5.47789,265.5663,696.76607,21173.4746,8175.05597,232798.9053,7076.29136,218188.1523,1098.76461,14610.7529,652.48441,4908.9908,487.35017,2213.5181,164.64928,2461.9312,0.48496,233.5415,427.99697,46521.0088,6771.454,-,237.82202,-,6533.63198,-,208232,-,1337310,-,13391.97704,14890330.1587
Dec-2015,80.26146,8903127.2797,76.68514,5871263.809,3.56221,1021140.1419,0.01411,2010723.3287,2.4701,6911462,0.19233,1556772,0.82727,2314793,0.70844,794688,0.11883,1520105,-,-,1.4505,3039897,937.46298,693557.0619,820.73,602650.6484,0,0,0,0,0,0,116.73298,90906.4135,2993.52212,887997.1361,315.66832,15305.589,20.94255,8968.5471,1196.1,819721,205.21125,15073,1255.6,28929,8860.20015,256513,699.00015,21469,5.30015,275,693.7,21194,8161.2,235044,7080,220461,1081.2,14583,686.70216,4433.626,536.97224,2063.4167,149.25938,2128.3457,0.47054,241.8637,394.91499,49029.1435,6659.36723,-,227.46723,-,6431.9,-,205328,-,1245447,-,13560.60486,15646366.7749
Nov-2015,76.02168,6804593.4159,72.59727,4528107.8364,3.41118,861495.14,0.01323,1414990.4394,2.03925,5434661,0.15929,1263552,0.55428,1762184,0.4532,506858,0.10108,1255326,-,-,1.32568,2408925,813.70954,617844.9571,708.13,498805.6733,0,0,0,0,0,0,105.57954,119039.2838,2576.23339,706605.6406,200.45822,15777.4974,20.8555,5631.1432,998.1778,637016,190.84187,13767,1165.9,34414,8409.83933,250956,665.33933,21027,4.93933,258,660.4,20769,7744.5,229929,6748.8,215114,995.7,14815,626.59297,4340.0513,498.31447,1930.606,127.84655,2180.4726,0.43195,228.9726,404.5,33471,6471.05006,-,224.75006,-,6246.3,-,203487,-,1270208,-,12504.42293,12404010.6253
Oct-2015,83.365,8076499,79.66091,5352048,3.69059,984509,0.0135,1739942,2.7,6777996,0.2,1393205,0.9,2494303,0.8,932571,0.1,1561732,-,-,1.6,2890488,947.8,703490,829.7,580675,0,0,0,0,0,0,118.1,122815,2689.94,770495.08,202.7,16021,40,9594,1146,690688,194.2,13704,1107.04,40488.08,8726.8686,256343.9485,694.3686,21907.9485,5.1686,269.9485,689.2,21638,8032.5,234436,7028.2,220524,1004.3,13912,618.23247,3806.7934,495.8132,1545.3041,121.98852,2049.9567,0.43075,211.5326,324.84266,30567.7166,6336.5871,-,228.80607,-,6107.78103,-,201810,-,1236933,-,13068.89257,14848688.8219
Sep-2015,77.6847,8673441.1362,74.1418,5839137.6613,3.52931,1039997.4969,0.01359,1794305.9781,2.58013,6612172.243,0.18088,1624475.7,0.79746,2140837.033,0.69593,795613.473,0.10153,1345223.56,-,-,1.60179,2846859.51,890.14821,647605.7107,778.83,550802.8044,0,0,0,0,0,0,111.31821,96802.9063,2459.15686,744199.5843,200.86466,15776.1245,37.60597,8558.4148,985.389,686020.632,177.19759,12070.8674,1058.09964,21773.5457,8081.31875,233071.0719,628.96177,19268.4147,4.76199,246.7705,624.19978,19021.6441,7452.35698,213802.6573,6552.18379,202124.013,900.17319,11678.6443,580.0953,4081.1786,489.41753,1795.9816,90.14484,2006.3865,0.53293,278.8106,271.05418,26960.2076,6257.97877,-,224.4696,-,6033.50917,-,199727,-,1212047,-,12090.97036,15120264.9467
Aug-2015,78.23565,8089565.7363,74.57016,5560225.9426,3.6516,877396.3927,0.01389,1651943.401,2.75688,6613345,0.182,1626703,0.84215,2058894,0.75124,808682,0.09091,1250212,-,-,1.73273,2927748,913.91022,654505.2546,788.48,553042.8239,0,0,0,0,0,0,125.43022,101462.4307,2472.43109,676290.7949,196.99849,15642.9583,34.63431,8379.3912,959.41677,615337.7218,166.45548,11906,1114.92604,25024.7235,8351.87521,241155.4072,659.95411,20157.2089,4.70955,244.3945,655.24456,19912.8144,7691.9211,220998.1983,6724.51148,207441.7526,967.40962,13556.4457,529.48234,3874.3982,428.35014,1334.9404,100.7429,2346.3728,0.3893,193.085,251.47885,21792.8778,6208.41322,-,223.32767,-,5985.08555,-,199322,-,1191311,-,12348.6775,14626793.1903
Jul-2015,82.51384,8687000,78.7,5971000,3.8,918000,0.01384,1798000,2.60922,6984728,0.2006,1755023,0.92155,2310484,0.80923,853105,0.11232,1457379,-,-,1.48707,2919221,969.406,709826.3278,838.88,596682.6997,0,0,0,0,0,0,130.526,113143.6281,2459.72319,692888.0876,201.38153,15746.1706,36.97771,10444.4923,1031.1,628937,155.98608,11217.1972,1034.27787,26543.2275,8153.84963,241640.2814,652.43833,19847.9814,4.56733,238.4914,647.871,19609.49,7501.4113,221792.3,6551.716,207785.1,949.6953,14007.2,645.33643,3792.3086,536.01063,1428.9478,108.9056,2164.0917,0.4202,199.2691,249.63416,23570.9386,6088.03907,-,220.00749,-,5868.03158,-,197199,-,1165325,-,12313.42447,15521875.0054
Jun-2015,82.61367,9313000,78.8,6428000,3.8,990000,0.01367,1895000,2.78318,7644645,0.20329,1813603,1.00605,2566306,0.88187,972464,0.12418,1593842,-,-,1.57384,3264736,902.97524,669374.6279,793.49,583320.6249,0,0,0,0,0,0,109.48524,86054.003,2284.87877,690662.0873,199.78442,15646.3469,30.33658,8653.4786,912.2,632458,138.15865,10324,1004.39912,23580.2618,7687.38811,226652.1934,626.37274,17453.0082,4.39308,230.2726,621.97966,17222.7356,7061.01537,209199.1852,6194.69342,197670.4141,866.32195,11528.7712,554.26342,3230.6471,473.1003,1268.4729,80.61583,1695.7238,0.54729,266.4504,218.16094,22117.2661,5973.98369,-,216.41454,-,5757.56915,-,194601,-,1137920,-,11514.88872,16652564.5557
May-2015,80.61307,7495000,76.9,5106000,3.7,899000,0.01307,1490000,2.6279,6369328,0.17654,1300270,0.89335,2115873,0.79256,857216,0.10079,1258657,-,-,1.55801,2953185,911.32864,676761.6108,778.35,573944.1411,0,0,0,0,0,0,132.97864,102817.4697,2195.73542,614427.3291,196.5,15055,39.5,9851,881.3,553603,133.24315,10675.3291,945.19227,25243,7861.94197,240497.2721,605.98617,19098.8937,4.65309,233.2732,601.33308,18865.6205,7255.9558,221398.3784,6366.26458,209073.0624,889.69122,12325.316,469.14643,2819.9545,399.45748,1176.2271,69.25344,1430.7964,0.43551,212.9309,213.55799,19918.052,5922.90108,-,214.80389,-,5708.09719,-,192742,-,1132120,-,11521.38036,13908834.1665
Apr-2015,78.98858,8295817,75.417,5487654,3.55961,1032329,0.01197,1775834,2.32299,6564789,0.17317,1458910,0.73121,1975422,0.64056,732924,0.09065,1242498,-,-,1.41861,3130457,943.6928,765060.88,809.0928,641451,0,0,0,0,0,0,134.6,123609.88,2113.98535,658689.6455,196.8806,15209.7,48.594,12809.5,835.298,604358,123.66275,10089.1,909.55,16223.3455,7538.54697,229708.8697,577.39749,18150.8365,4.3085,228.7551,573.08899,17922.0814,6961.14948,211558.0333,6157.60289,200072.6424,803.54659,11485.3909,743.61793,2756.5493,670.54539,1195.9359,72.63857,1363.8948,0.43397,196.7186,197.48342,18861.7827,5859.24158,-,212.87902,-,5646.36256,-,190813,-,1125952,-,11421.14265,14740987.9446
Mar-2015,96.71127,10671208,92.6,7564995,4.1,1177154,0.01127,1929059,2.66207,7378035.4345,0.19649,1844469.7,0.76652,2107725.0745,0.67027,747618.0745,0.09625,1360107,-,-,1.69906,3425840.66,1027.96436,802710.9696,885.42639,666652.4205,0,0,0,0,0,0,142.53797,136058.5491,2420.70917,771851.4072,202.7308,15517.0389,85.682,15125.978,1060.014,717301.94,120.19719,9414.6952,952.08518,14491.7551,7576.55081,227709.4978,573.4422,18133.1943,4.37278,234.3983,569.06942,17898.796,7003.10861,209576.3035,6242.05135,198747.9838,761.05726,10828.3197,541.04713,2979.6031,461.05262,1081.8508,79.43054,1623.9264,0.56397,273.8258,196.68815,16884.6219,5745.62206,-,211.10653,-,5534.51553,-,189279,-,1126735,-,11665.63354,17925435.9122
Feb-2015,76.88832,7091056.2426,73.39033,4851693,3.48763,889717.7172,0.01036,1349645.5253,2.25296,5854005,0.17357,1419098,0.74373,2052510,0.65191,683966,0.09182,1368544,-,-,1.33748,2382397,936.57557,680813.3474,766.47279,544754.7983,0,0,0,0,0,0,170.10278,136058.5491,2089.83442,551303.0286,191.06866,14981.3887,83.42817,15934.25,811.852,504641.39,100.78559,7590,902.74241,8155.5863,6882.07039,190620.6359,499.15966,15650.2534,3.67535,195.6779,495.48431,15454.5755,6382.91073,174970.3825,5703.89206,166806.4607,679.01867,8163.9218,303.12295,2441.5557,240.84741,876.2493,61.88236,1364.061,0.39318,201.2453,185.25166,14887.7593,5588.8943,-,208.57696,-,5380.31734,-,185813,-,1095356,-,10290.70852,13020594.0119
Jan-2015,78.91005,7663509.1323,75.19033,5135636,3.70875,1029166,0.01097,1498707.1323,3.0107,7006775,0.1891,1585021,1.15113,2615148,1.05196,1107910,0.09917,1507238,-,-,1.66964,2806606,974.08226,713500.9308,805.12057,574114.0066,0,0,0,0,0,0,168.96169,139386.9242,1925.53805,553262.731,194.87138,14882.5572,96.46433,16550.1487,802.24999,508473.4151,93.25235,6972.61,738.74,6383.8,7336.2296,221330.4833,565.82337,17567.2603,4.1059,214.42,561.71747,17352.8403,6770.40623,203763.223,6025.75841,192467.994,744.64782,11295.229,334.92338,2364.5765,276.2179,892.1741,58.24464,1258.9142,0.46084,213.4883,180.73046,12917.3728,5454.00091,-,206.12165,-,5247.87926,-,183995,-,1104557,-,10652.65969,14662035.1451
Dec-2014,81.9,8444960,78.09751,5766928.092,3.76149,1107473,0.01082,1570579,2.98055,7094342,0.19282,1617139,1.2707,2606100,1.17335,1230147,0.09735,1375953,-,-,1.51703,2871103,1095.72432,748828.834,843.99643,599773.6083,0,0,0,0,0,0,251.72789,149055.2257,1356.73013,604441.0788,193.52526,14743.9652,101.0065,18350.942,834.85916,557336.3716,83.80921,6036,143.53,7973.8,7212.1,228517,565.3,17438,4.4,251,560.9,17187,6646.8,211079,5910.6,199978,736.2,11101,289.8,2267,231.9,828,57.4,1201,0.5,238,167.83505,11323.2915,5204.4,-,203.6,-,5000.8,-,182687,-,1058642,-,10039.194,15552797.0047
Nov-2014,73.57372,6714163.9535,70.24698,4666199.7268,3.31751,810147.2433,0.00923,1237816.9834,2.36076,5725038,0.15701,1271201,0.96914,2096181,0.8901,940738,0.07904,1155443,-,-,1.23461,2357656,946.51311,669645.0668,779.61762,537452.0079,0,0,0,0,0,0,166.89549,132193.0589,1111.96649,510672.3912,186.1754,14098.7567,85.44949,15452.6057,691.23465,461675.0288,70.90695,5259,78.1782,14186.9487,6843.8,208679,486.6,15182,3.9,232,482.7,14950,6357.2,193497,5656.2,183138,701,10359,263.79108,1898.0142,213.8,697,49.49108,968.0142,0.5,233,152.76042,9771.0033,4861.2,-,201.4,-,4659.8,-,180488,-,1124222,-,9242.00581,12592279.4281
Oct-2014,72.07799,6982526.562,68.73901,4770096.662,3.32951,912791.9405,0.00947,1299637.96,2.24909,5330440.879,0.14359,1089257.1,0.84332,1893036.809,0.76427,767378.979,0.07905,1125657.83,-,-,1.26218,2348146.97,959.51286,684365.4522,796.29997,562636.2632,0.0121,5.692016,0,0,0.0121,5.692016,163.20079,121723.497,1171.9898,524393.4345,193.84291,14154.38609,100.02609,15160.47295,732.93967,478149.5754,65.08113,4899,80.1,12030,7313.24581,221571.0182,549.25273,17313.71268,3.49484,193.321101,545.75789,17120.39158,6763.99308,204257.3055,6027.04711,192300.9679,736.94597,11956.3376,310.8,1817,213.9,701,96.5,921,0.4,195,148.55051,9034.854643,4639.81924,-,199.54598,-,4440.27326,-,178564,-,1111576,-,9829.86608,12445476.39
